x-coordinate,y-coordinate,Similarity_score
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9983273255026193
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9943867336282299
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9901207218284898
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9926682108253504
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9958685947894768
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9289000937402729
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9905387367252617
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9891683983723196
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9895307278570945
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9940350495073202
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9874156194811657
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9853860302621744
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9933218688507409
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteTRUESci-fiFalseisRuralTrue,0.9909939110852695
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9964037784409335
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9962231902080299
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9906120531472161
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9862985865656798
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.993633552403663
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9830429204425861
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9954469217940671
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9935500935962127
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9970025083958336
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.905826731085009
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9961606133822156
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9982228960028658
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9959136411199879
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.990447419464151
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9944915731284132
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9943938736575599
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9973296475266075
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteTRUESci-fiFalseisRuralTrue,0.9943545560011199
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9988041114117883
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9978223746963029
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9889249080233143
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9952212407711829
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9990224840716138
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9920087251788274
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9528805676154233
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRural,0.9852154876278779
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.991002080033087
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.8760375427744483
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.9980779724444651
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.9973915846506327
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRural,0.9925543594176266
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRural,0.9845652699002141
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.9966698528818777
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRural,0.9941646394247757
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.9979463461754441
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteTRUESci-fiFalseisRuralTrue,0.9890666217866039
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralFalse,0.993568218323345
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.997519029876335
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralFalse,0.9756625810630515
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.9987737083204968
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.996547873988363
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.9966173687195313
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRural,0.9722816967656851
MeteoriteFALSESci-fiFalseisRuralFalse,MeteoriteFALSESci-fiFalseisRuralTrue,0.9805043624500457
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9935683971769474
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9170387617130952
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9891066390611144
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9880299929071821
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9953782075312275
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9952420280048254
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9845142526271998
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.991360060885486
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9876131098134322
MeteoriteFALSESci-fiFalseisRural,MeteoriteTRUESci-fiFalseisRuralTrue,0.9864193384011805
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.993576860483281
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9935200363428585
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.984694634884079
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9850873860612152
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9913306675210377
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9791596543761001
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9362611120990543
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9790755549377795
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9930514227040291
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9216018063244864
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9947556556390814
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9931392518905551
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9910572210993753
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9912457068531842
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9900645073046077
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9890345977642306
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9949938624726189
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteTRUESci-fiFalseisRuralTrue,0.9894682512402746
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9962984573102859
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9966193744893342
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9884857270948485
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9878277938555854
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9940908672889972
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9821965158538338
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9391902036072782
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9862157275187137
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9901851086738416
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.987536746650462
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.8805662377190795
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.8829856283869223
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.8883782962259394
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.926174325646018
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.8747296765767935
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.8688674620288226
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.8979618714547252
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteTRUESci-fiFalseisRuralTrue,0.9169854788500135
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9170370641298622
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9022160184401792
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9514639226349769
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.8654897254431235
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9016156562849775
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.8611936313153058
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.7406095787442174
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.944312224865966
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9368243415294506
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9076855182674621
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.8764900212092502
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9970300680490566
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9930748947243931
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9847624407039497
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9949376062600225
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9950648461399179
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9972243661526825
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteTRUESci-fiFalseisRuralTrue,0.9868935673186313
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9935681374734279
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.997780282806018
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9755646074090022
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9965560850711799
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9951001705065535
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9913561500591187
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9685277943315129
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9762832476006748
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9773251493677328
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.986418563274697
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9961333161942246
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9967703785186062
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9951962490156301
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9853421217988412
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9969627159655265
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9962016611928018
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9972700301675848
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteTRUESci-fiFalseisRuralTrue,0.9905153697874217
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9952539964417643
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9961089299558206
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9808162240338753
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9982656175357425
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9981884869083381
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9959066139614966
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9662447382386933
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9807622213434671
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRural,0.9728713343186317
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9928640623482073
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralFalse,0.9992253347270872
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9944000148604931
MeteoriteFALSESci-fiFalseisRuralTrue,MeteoriteFALSESci-fiFalseisRuralTrue,0.9823247567624418
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9930507914736525
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9945979315522017
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9986946020915997
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9911245190672622
MeteoriteFALSESci-fiFalseisRural,MeteoriteTRUESci-fiFalseisRuralTrue,0.9867106997480812
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.9933657952547607
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9954392404885427
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.9782489599596456
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9944843033211238
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.995214760941617
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.991929440226337
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9595884167301093
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9771586665031711
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9821028910169743
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9915972663382399
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.9941898521732345
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9929524540013397
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9767066423279875
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9911088320926981
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9863155520729885
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9876723744613296
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9869935961104351
MeteoriteFALSESci-fiFalseisRural,MeteoriteTRUESci-fiFalseisRuralTrue,0.9851735879673867
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.9909512039086333
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9928560077444121
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.9841536447931821
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9825897579926571
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9899642875905609
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9804113638558096
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9300759797158932
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9877234641314498
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRural,0.9891198481200781
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9897466041106114
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralFalse,0.9835641557000016
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9899812041424575
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9520973759811817
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9857864650719196
MeteoriteFALSESci-fiFalseisRural,MeteoriteFALSESci-fiFalseisRuralTrue,0.9330787438854952
